,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"I:\Music Analytics\Week4\Imagine_Dragons-Radioactive_Score_OG.mid",37.0, 9.0, 62.0, 2.0, 61.0, 6.956, 71.0, 11.0, 24.0, 13.87, 7.0
